迭代精度：0.001
迭代次数：1000
wkt_geom	tail	head	flow	time
MultiLineString ((518814 1989675, 522144 1993005))	170	716	5208.6300000000065	0
MultiLineString ((503163 1989009, 506493 1992339))	171	717	762.8299999999986	0
MultiLineString ((518481 1975356, 521811 1978686))	172	718	2923.350000000002	0
MultiLineString ((503163 1975356, 506493 1978686))	173	719	422.22999999999956	0
MultiLineString ((448884 1950714, 452214 1954044))	174	720	204.9700000000001	0
MultiLineString ((479520 1951380, 482850 1954710))	175	721	522.8199999999993	0
MultiLineString ((519480 1958706, 522810 1962036))	176	722	484.09999999999934	0
MultiLineString ((503163 1959039, 506493 1962369))	177	723	218.13999999999996	0
MultiLineString ((518814 1943055, 522144 1946385))	178	724	3374.6700000000033	0
MultiLineString ((503496 1942056, 506826 1945386))	179	725	1894.0399999999972	0
MultiLineString ((448551 1918413, 451881 1921743))	180	726	202.87999999999997	0
MultiLineString ((479853 1919412, 483183 1922742))	181	727	557.1899999999993	0
MultiLineString ((518814 1926738, 522144 1930068))	182	728	2480.960000000008	0
MultiLineString ((503496 1926072, 506826 1929402))	183	729	947.0799999999995	0
MultiLineString ((519147 1910754, 522477 1914084))	184	730	1285.9099999999985	0
MultiLineString ((502830 1910421, 506160 1913751))	185	731	826.7199999999993	0
MultiLineString ((448551 1886445, 451881 1889775))	186	732	352.86000000000007	0
MultiLineString ((480186 1887444, 483516 1890774))	187	733	672.4599999999995	0
MultiLineString ((519147 1894437, 522477 1897767))	188	734	3358.480000000008	0
MultiLineString ((503829 1894104, 507159 1897434))	189	735	3444.780000000008	0
MultiLineString ((519147 1878453, 522477 1881783))	190	736	3635.9900000000066	0
MultiLineString ((503829 1877454, 507159 1880784))	191	737	4862.570000000003	0
MultiLineString ((554778 2142189, 558108 2145519))	192	738	555.7600000000001	0
MultiLineString ((589410 2148849, 592740 2152179))	193	739	73.05999999999997	0
MultiLineString ((572760 2148183, 576090 2151513))	194	740	1210.7700000000002	0
MultiLineString ((589743 2134197, 593073 2137527))	195	741	414.0699999999999	0
MultiLineString ((574092 2133864, 577422 2137194))	196	742	603.4300000000001	0
MultiLineString ((614385 2141856, 617715 2145186))	197	743	517.34	0
MultiLineString ((643023 2148516, 646353 2151846))	198	744	1574.5199999999995	0
MultiLineString ((642690 2133864, 646020 2137194))	199	745	1844.7499999999995	0
MultiLineString ((555777 2110554, 559107 2113884))	200	746	1625.2899999999995	0
MultiLineString ((590076 2117547, 593406 2120877))	201	747	718.5700000000002	0
MultiLineString ((573426 2117547, 576756 2120877))	202	748	926.1799999999998	0
MultiLineString ((590076 2102229, 593406 2105559))	203	749	1205.5999999999992	0
MultiLineString ((573426 2101896, 576756 2105226))	204	750	1150.8599999999997	0
MultiLineString ((623043 2116881, 626373 2120211))	205	751	2325.4700000000007	0
MultiLineString ((606393 2117547, 609723 2120877))	206	752	362.0499999999999	0
MultiLineString ((622377 2101896, 625707 2105226))	207	753	2413.040000000002	0
MultiLineString ((605727 2102229, 609057 2105559))	208	754	734.2299999999998	0
MultiLineString ((643023 2117880, 646353 2121210))	209	755	3175.81	0
MultiLineString ((640359 2102229, 643689 2105559))	210	756	6372.970000000002	0
MultiLineString ((555111 2078253, 558441 2081583))	211	757	1711.12	0
MultiLineString ((589743 2085912, 593073 2089242))	212	758	447.05999999999995	0
MultiLineString ((573759 2085912, 577089 2089242))	213	759	77.19000000000003	0
MultiLineString ((589743 2068929, 593073 2072259))	214	760	814.8900000000001	0
MultiLineString ((573759 2069928, 577089 2073258))	215	761	97.78	0
MultiLineString ((622044 2085579, 625374 2088909))	216	762	2824.1399999999994	0
MultiLineString ((606060 2085246, 609390 2088576))	217	763	1430.4599999999994	0
MultiLineString ((622377 2070594, 625707 2073924))	218	764	1992.9999999999998	0
MultiLineString ((605727 2069595, 609057 2072925))	219	765	3930.440000000003	0
MultiLineString ((638361 2085579, 641691 2088909))	220	766	2946.76	0
MultiLineString ((640359 2068929, 643689 2072259))	221	767	2356.1400000000012	0
MultiLineString ((555111 2046285, 558441 2049615))	222	768	2652.5700000000006	0
MultiLineString ((589410 2053611, 592740 2056941))	223	769	739.05	0
MultiLineString ((573759 2053944, 577089 2057274))	224	770	1264.0600000000002	0
MultiLineString ((590076 2037960, 593406 2041290))	225	771	1102.1799999999996	0
MultiLineString ((573759 2036961, 577089 2040291))	226	772	1656.1400000000003	0
MultiLineString ((622710 2053611, 626040 2056941))	227	773	1283.1699999999992	0
MultiLineString ((606060 2053944, 609390 2057274))	228	774	1967.159999999999	0
MultiLineString ((622377 2038293, 625707 2041623))	229	775	2806.660000000003	0
MultiLineString ((606060 2038293, 609390 2041623))	230	776	2347.23	0
MultiLineString ((642357 2052945, 645687 2056275))	231	777	2627.2800000000034	0
MultiLineString ((654345 2038293, 657675 2041623))	232	778	3500.520000000004	0
MultiLineString ((638361 2037294, 641691 2040624))	233	779	4571.120000000003	0
MultiLineString ((421245 2141856, 424575 2145186))	234	780	598.5800000000002	0
MultiLineString ((453546 2141523, 456876 2144853))	235	781	113.28000000000002	0
MultiLineString ((485181 2140857, 488511 2144187))	236	782	367.91999999999996	0
MultiLineString ((517815 2141190, 521145 2144520))	237	783	995.8299999999998	0
MultiLineString ((539127 2142189, 542457 2145519))	238	784	153.29	0
MultiLineString ((421245 2110554, 424575 2113884))	239	785	539.2600000000001	0
MultiLineString ((453213 2110554, 456543 2113884))	240	786	188.0900000000001	0
MultiLineString ((485181 2110554, 488511 2113884))	241	787	652.9299999999998	0
MultiLineString ((525807 2117214, 529137 2120544))	242	788	268.80000000000007	0
MultiLineString ((509823 2117547, 513153 2120877))	243	789	330.82000000000005	0
MultiLineString ((525807 2102229, 529137 2105559))	244	790	1887.1700000000003	0
MultiLineString ((509823 2101896, 513153 2105226))	245	791	689.8699999999999	0
MultiLineString ((539127 2110554, 542457 2113884))	246	792	496.43999999999977	0
MultiLineString ((421578 2078919, 424908 2082249))	247	793	1030.86	0
MultiLineString ((453213 2078586, 456543 2081916))	248	794	174.64	0
MultiLineString ((485514 2078253, 488844 2081583))	249	795	2781.890000000001	0
MultiLineString ((525807 2085912, 529137 2089242))	250	796	885.7699999999999	0
MultiLineString ((509157 2085246, 512487 2088576))	251	797	150.85999999999996	0
MultiLineString ((526140 2069928, 529470 2073258))	252	798	510.78000000000003	0
MultiLineString ((509490 2068596, 512820 2071926))	253	799	1296.6700000000003	0
MultiLineString ((539127 2078919, 542457 2082249))	254	800	536.26	0
MultiLineString ((421245 2046951, 424575 2050281))	255	801	169.61999999999998	0
MultiLineString ((453546 2046951, 456876 2050281))	256	802	354.32	0
MultiLineString ((485514 2046951, 488844 2050281))	257	803	1176.6099999999997	0
MultiLineString ((525474 2053611, 528804 2056941))	258	804	1587.2800000000004	0
MultiLineString ((509823 2053278, 513153 2056608))	259	805	2817.7000000000016	0
MultiLineString ((525807 2036961, 529137 2040291))	260	806	932.7900000000002	0
MultiLineString ((509490 2036961, 512820 2040291))	261	807	813.6299999999998	0
MultiLineString ((539127 2046285, 542457 2049615))	262	808	757.1900000000002	0
MultiLineString ((551115 1862802, 554445 1866132))	263	809	360.56999999999965	0
MultiLineString ((535131 1862802, 538461 1866132))	264	810	252.88	0
MultiLineString ((551115 1846485, 554445 1849815))	265	811	133.04	0
MultiLineString ((535464 1846485, 538794 1849815))	266	812	117.57999999999996	0
MultiLineString ((583749 1864134, 587079 1867464))	267	813	1845.3899999999974	0
MultiLineString ((567099 1863135, 570429 1866465))	268	814	906.6399999999995	0
MultiLineString ((584082 1847484, 587412 1850814))	269	815	1216.6499999999985	0
MultiLineString ((568098 1847151, 571428 1850481))	270	816	714.8899999999998	0
MultiLineString ((551781 1830501, 555111 1833831))	271	817	351.20999999999987	0
MultiLineString ((536130 1829502, 539460 1832832))	272	818	581.38	0
MultiLineString ((551781 1814184, 555111 1817514))	273	819	1218.8799999999999	0
MultiLineString ((536796 1814184, 540126 1817514))	274	820	64.88000000000001	0
MultiLineString ((584748 1831500, 588078 1834830))	275	821	1063.449999999999	0
MultiLineString ((568431 1831167, 571761 1834497))	276	822	317.0299999999998	0
MultiLineString ((584748 1815516, 588078 1818846))	277	823	1110.349999999999	0
MultiLineString ((568764 1814850, 572094 1818180))	278	824	998.4799999999996	0
MultiLineString ((616383 1832832, 619713 1836162))	279	825	584.3399999999995	0
MultiLineString ((600732 1832499, 604062 1835829))	280	826	258.9	0
MultiLineString ((616716 1816182, 620046 1819512))	281	827	165.08000000000007	0
MultiLineString ((600732 1815516, 604062 1818846))	282	828	73.88000000000005	0
MultiLineString ((553113 1798200, 556443 1801530))	283	829	1505.1299999999997	0
MultiLineString ((537129 1797534, 540459 1800864))	284	830	339.97999999999985	0
MultiLineString ((553446 1782549, 556776 1785879))	285	831	827.0899999999998	0
MultiLineString ((537129 1781883, 540459 1785213))	286	832	202.57	0
MultiLineString ((585081 1799532, 588411 1802862))	287	833	3088.229999999999	0
MultiLineString ((569097 1798200, 572427 1801530))	288	834	5003.670000000001	0
MultiLineString ((585747 1782882, 589077 1786212))	289	835	1098.4399999999987	0
MultiLineString ((569763 1782882, 573093 1786212))	290	836	1482.0199999999988	0
MultiLineString ((617049 1800531, 620379 1803861))	291	837	448.4199999999997	0
MultiLineString ((601731 1799865, 605061 1803195))	292	838	485.36999999999995	0
MultiLineString ((617715 1784214, 621045 1787544))	293	839	370.46999999999997	0
MultiLineString ((601731 1783881, 605061 1787211))	294	840	505.40999999999997	0
MultiLineString ((649683 1800864, 653013 1804194))	295	841	670.6299999999995	0
MultiLineString ((633699 1800864, 637029 1804194))	296	842	780.3099999999994	0
MultiLineString ((650682 1784880, 654012 1788210))	297	843	640.7199999999996	0
MultiLineString ((633699 1784880, 637029 1788210))	298	844	473.6499999999998	0
MultiLineString ((546453 1758906, 549783 1762236))	299	845	813.2399999999998	0
MultiLineString ((578088 1760238, 581418 1763568))	300	846	223.02000000000012	0
MultiLineString ((611055 1760571, 614385 1763901))	301	847	268.43000000000006	0
MultiLineString ((643689 1760904, 647019 1764234))	302	848	104.40000000000008	0
MultiLineString ((675657 1761570, 678987 1764900))	303	849	1473.5099999999995	0
MultiLineString ((714951 1768896, 718281 1772226))	304	850	333.09000000000003	0
MultiLineString ((699300 1769229, 702630 1772559))	305	851	737.7999999999998	0
MultiLineString ((715284 1753578, 718614 1756908))	306	852	89.16000000000001	0
MultiLineString ((698967 1753578, 702297 1756908))	307	853	147.41000000000003	0
MultiLineString ((727938 1762236, 731268 1765566))	308	854	125.16	0
MultiLineString ((547452 1726938, 550782 1730268))	309	855	797.9099999999996	0
MultiLineString ((579087 1727937, 582417 1731267))	310	856	32.36	0
MultiLineString ((611721 1728936, 615051 1732266))	311	857	41.709999999999994	0
MultiLineString ((644022 1729935, 647352 1733265))	312	858	341.7499999999999	0
MultiLineString ((676656 1730268, 679986 1733598))	313	859	121.49	0
MultiLineString ((707958 1730268, 711288 1733598))	314	860	330.0800000000001	0
MultiLineString ((727938 1730934, 731268 1734264))	315	861	33.66	0
MultiLineString ((548118 1694637, 551448 1697967))	316	862	485.9399999999998	0
MultiLineString ((580419 1695636, 583749 1698966))	317	863	62.88	0
MultiLineString ((448551 1852479, 451881 1855809))	318	864	685.6699999999995	0
MultiLineString ((479187 1855476, 482517 1858806))	319	865	618.3099999999997	0
MultiLineString ((511821 1853811, 515151 1857141))	320	866	2478.3100000000013	0
MultiLineString ((449217 1819512, 452547 1822842))	321	867	219.77999999999992	0
MultiLineString ((480852 1821843, 484182 1825173))	322	868	417.8099999999999	0
MultiLineString ((513486 1820844, 516816 1824174))	323	869	54.06999999999997	0
MultiLineString ((449883 1787544, 453213 1790874))	324	870	82.38000000000002	0
MultiLineString ((481851 1787877, 485181 1791207))	325	871	46.93	0
MultiLineString ((514152 1788876, 517482 1792206))	326	872	50.320000000000014	0
MultiLineString ((450549 1755576, 453879 1758906))	327	873	28.83	0
MultiLineString ((482184 1755576, 485514 1758906))	328	874	819.6699999999997	0
MultiLineString ((513819 1757907, 517149 1761237))	329	875	499.17999999999955	0
MultiLineString ((452547 1723608, 455877 1726938))	330	876	649.5400000000001	0
MultiLineString ((484182 1721610, 487512 1724940))	331	877	1031.3100000000002	0
MultiLineString ((515151 1726605, 518481 1729935))	332	878	586.0299999999997	0
MultiLineString ((452214 1689975, 455544 1693305))	333	879	31.760000000000005	0
MultiLineString ((484182 1690308, 487512 1693638))	334	880	73.46	0
MultiLineString ((516150 1692639, 519480 1695969))	335	881	448.81999999999994	0
MultiLineString ((452214 1657674, 455544 1661004))	336	882	26.390000000000004	0
MultiLineString ((483849 1658340, 487179 1661670))	337	883	37.599999999999994	0
MultiLineString ((516816 1659339, 520146 1662669))	338	884	143.54000000000008	0
MultiLineString ((612720 1694970, 616050 1698300))	339	885	51.13000000000002	0
MultiLineString ((646686 1694970, 650016 1698300))	340	886	282.26	0
MultiLineString ((677988 1694970, 681318 1698300))	341	887	30.77	0
MultiLineString ((713952 1696635, 717282 1699965))	342	888	137.61	0
MultiLineString ((549117 1660338, 552447 1663668))	343	889	75.4	0
MultiLineString ((581085 1661004, 584415 1664334))	344	890	51.089999999999996	0
MultiLineString ((612720 1648017, 616050 1651347))	345	891	233.33999999999997	0
MultiLineString ((636696 1665666, 640026 1668996))	346	892	2215.79	0
MultiLineString ((678654 1663335, 681984 1666665))	347	893	149.59	0
MultiLineString ((714618 1665000, 717948 1668330))	348	894	137.13	0
MultiLineString ((546453 1621377, 549783 1624707))	349	895	66.25999999999998	0
MultiLineString ((580752 1623375, 584082 1626705))	350	896	79.35000000000002	0
MultiLineString ((637695 1642356, 641025 1645686))	351	897	3432.8900000000003	0
MultiLineString ((660672 1634364, 664002 1637694))	352	898	382.5900000000001	0
MultiLineString ((622377 1616715, 625707 1620045))	353	899	130.69	0
MultiLineString ((680319 1618047, 683649 1621377))	354	900	92.06000000000003	0
MultiLineString ((715284 1626372, 718614 1629702))	355	901	86.11999999999996	0
MultiLineString ((744921 1828170, 748251 1831500))	356	902	17118.24000000001	0
MultiLineString ((777888 1820844, 781218 1824174))	357	903	9556.229999999996	0
MultiLineString ((804861 1807191, 808191 1810521))	358	904	3134.0899999999992	0
MultiLineString ((748584 1779552, 751914 1782882))	359	905	3846.22	0
MultiLineString ((790875 1779219, 794205 1782549))	360	906	5174.669999999999	0
MultiLineString ((746253 1748583, 749583 1751913))	361	907	434.76000000000005	0
MultiLineString ((776889 1749582, 780219 1752912))	362	908	2077.7200000000003	0
MultiLineString ((808524 1749582, 811854 1752912))	363	909	197.42	0
MultiLineString ((747918 1699965, 751248 1703295))	364	910	217.00000000000003	0
MultiLineString ((773559 1700964, 776889 1704294))	365	911	582.8599999999999	0
MultiLineString ((802197 1713951, 805527 1717281))	366	912	74.07	0
MultiLineString ((410256 1933398, 413586 1936728))	367	913	1397.6299999999987	0
MultiLineString ((383616 2091240, 386946 2094570))	368	914	1800.0200000000002	0
MultiLineString ((402264 2173158, 405594 2176488))	369	915	127.47999999999999	0
MultiLineString ((434232 2173158, 437562 2176488))	370	916	223.55999999999995	0
MultiLineString ((465867 2173158, 469197 2176488))	371	917	232.21000000000004	0
MultiLineString ((499167 2172825, 502497 2176155))	372	918	228.82	0
MultiLineString ((531801 2172825, 535131 2176155))	373	919	580.45	0
MultiLineString ((563103 2172825, 566433 2176155))	374	920	554.02	0
MultiLineString ((595737 2173158, 599067 2176488))	375	921	505.09000000000003	0
MultiLineString ((631035 2173158, 634365 2176488))	376	922	3383.120000000002	0
MultiLineString ((611721 2226438, 615051 2229768))	377	923	1517	0
MultiLineString ((519480 2217780, 522810 2221110))	378	924	148	0
MultiLineString ((353646 2061270, 356976 2064600))	379	925	1413	0
MultiLineString ((384282 1933065, 387612 1936395))	380	926	371	0
MultiLineString ((406260 1733598, 409590 1736928))	381	927	1569	0
MultiLineString ((390276 1642356, 393606 1645686))	382	928	1728	0
MultiLineString ((451215 1620378, 454545 1623708))	383	929	653	0
MultiLineString ((621711 1586079, 625041 1589409))	384	930	0	0
MultiLineString ((801531 1656009, 804861 1659339))	385	931	104	0
MultiLineString ((839493 1780218, 842823 1783548))	386	932	25	0
MultiLineString ((822843 1820178, 826173 1823508))	387	933	5468	0
MultiLineString ((693639 1979352, 690309 1976022))	547	1	4989.130000000018	0
MultiLineString ((686979 1976355, 683649 1973025))	548	2	6719.410000000012	0
MultiLineString ((696636 1966698, 693306 1963368))	549	3	10095.530000000035	0
MultiLineString ((689643 1961703, 686313 1958373))	550	4	9444.620000000032	0
MultiLineString ((699966 1950048, 696636 1946718))	551	5	17223.819999999945	0
MultiLineString ((674658 1971360, 671328 1968030))	552	6	6446.030000000017	0
MultiLineString ((679653 1960371, 676323 1957041))	553	7	9884.280000000002	0
MultiLineString ((659007 1970361, 655677 1967031))	554	8	9252.30000000002	0
MultiLineString ((652680 1956042, 649350 1952712))	555	9	6699.450000000014	0
MultiLineString ((668997 1952379, 665667 1949049))	556	10	13823.65000000001	0
MultiLineString ((669663 1936728, 666333 1933398))	557	11	10551.06000000003	0
MultiLineString ((679653 1938726, 676323 1935396))	558	12	6985.780000000005	0
MultiLineString ((681318 1927737, 677988 1924407))	559	13	9401.480000000018	0
MultiLineString ((682983 1949049, 679653 1945719))	560	14	14763.69000000002	0
MultiLineString ((692307 1939392, 688977 1936062))	561	15	8934.720000000012	0
MultiLineString ((695637 1929069, 692307 1925739))	562	16	10301.010000000011	0
MultiLineString ((704295 1938726, 700965 1935396))	563	17	9098.550000000017	0
MultiLineString ((706293 1930734, 702963 1927404))	564	18	9300.74000000003	0
MultiLineString ((707625 1922742, 704295 1919412))	565	19	2624.610000000011	0
MultiLineString ((681984 1916082, 678654 1912752))	566	20	7707.950000000007	0
MultiLineString ((694971 1921077, 691641 1917747))	567	21	4696.170000000013	0
MultiLineString ((708624 1914417, 705294 1911087))	568	22	3370.8200000000115	0
MultiLineString ((697302 1909755, 693972 1906425))	569	23	12667.830000000034	0
MultiLineString ((682983 1908090, 679653 1904760))	570	24	6010.920000000011	0
MultiLineString ((667332 1897101, 664002 1893771))	571	25	5993.210000000014	0
MultiLineString ((683982 1894437, 680652 1891107))	572	26	12936.830000000016	0
MultiLineString ((698301 1893105, 694971 1889775))	573	27	7749.490000000013	0
MultiLineString ((710955 1903428, 707625 1900098))	574	28	8700.360000000022	0
MultiLineString ((714285 1887777, 710955 1884447))	575	29	14581.240000000016	0
MultiLineString ((683649 1881450, 680319 1878120))	576	30	5416.970000000008	0
MultiLineString ((699633 1877121, 696303 1873791))	577	31	7838.860000000011	0
MultiLineString ((692973 1865133, 689643 1861803))	578	32	7900.650000000011	0
MultiLineString ((708957 1854477, 705627 1851147))	579	33	4727.450000000008	0
MultiLineString ((709290 1868463, 705960 1865133))	580	34	6460.140000000004	0
MultiLineString ((725940 1879452, 722610 1876122))	581	35	5145.610000000008	0
MultiLineString ((726939 1859472, 723609 1856142))	582	36	6100.870000000011	0
MultiLineString ((628704 1968363, 625374 1965033))	583	37	1148.8099999999972	0
MultiLineString ((553779 2017314, 550449 2013984))	584	38	2228.480000000002	0
MultiLineString ((593406 2024640, 590076 2021310))	585	39	6737.86000000001	0
MultiLineString ((576756 2024640, 573426 2021310))	586	40	1866.6599999999987	0
MultiLineString ((593406 2008656, 590076 2005326))	587	41	8069.740000000007	0
MultiLineString ((577089 2008656, 573759 2005326))	588	42	2120.7000000000035	0
MultiLineString ((625707 2024307, 622377 2020977))	589	43	5257.640000000012	0
MultiLineString ((609390 2024640, 606060 2021310))	590	44	7128.540000000008	0
MultiLineString ((625707 2008656, 622377 2005326))	591	45	6238.190000000012	0
MultiLineString ((609057 2007990, 605727 2004660))	592	46	6568.32000000001	0
MultiLineString ((657675 2024640, 654345 2021310))	593	47	2892.1600000000108	0
MultiLineString ((641691 2024640, 638361 2021310))	594	48	4978.0700000000115	0
MultiLineString ((657342 2008656, 654012 2005326))	595	49	3495.5800000000104	0
MultiLineString ((641691 2008656, 638361 2005326))	596	50	4758.0000000000055	0
MultiLineString ((671328 2023641, 667998 2020311))	597	51	1577.2999999999981	0
MultiLineString ((687312 2004660, 683982 2001330))	598	52	2041.2799999999975	0
MultiLineString ((673659 2007990, 670329 2004660))	599	53	4665.330000000021	0
MultiLineString ((554778 1993671, 551448 1990341))	600	54	1259.8699999999978	0
MultiLineString ((538128 1993005, 534798 1989675))	601	55	1778.4199999999978	0
MultiLineString ((554778 1979352, 551448 1976022))	602	56	4297.130000000012	0
MultiLineString ((538128 1979352, 534798 1976022))	603	57	1646.849999999999	0
MultiLineString ((586080 1994670, 582750 1991340))	604	58	5962.500000000007	0
MultiLineString ((570429 1994004, 567099 1990674))	605	59	5225.800000000015	0
MultiLineString ((586080 1981017, 582750 1977687))	606	60	5148.460000000012	0
MultiLineString ((570429 1980351, 567099 1977021))	607	61	5264.460000000007	0
MultiLineString ((616716 1995003, 613386 1991673))	608	62	5472.50000000001	0
MultiLineString ((601398 1994670, 598068 1991340))	609	63	3718.9200000000096	0
MultiLineString ((616716 1981350, 613386 1978020))	610	64	9104.310000000023	0
MultiLineString ((601731 1981017, 598401 1977687))	611	65	3468.0900000000097	0
MultiLineString ((648018 1995336, 644688 1992006))	612	66	6193.3500000000095	0
MultiLineString ((632367 1995336, 629037 1992006))	613	67	3858.5900000000056	0
MultiLineString ((648018 1982682, 644688 1979352))	614	68	6526.750000000023	0
MultiLineString ((632700 1982349, 629370 1979019))	615	69	6270.570000000012	0
MultiLineString ((680985 1995003, 677655 1991673))	616	70	4480.420000000015	0
MultiLineString ((664002 1995669, 660672 1992339))	617	71	3979.9200000000083	0
MultiLineString ((680319 1984680, 676989 1981350))	618	72	7296.660000000015	0
MultiLineString ((664335 1984680, 661005 1981350))	619	73	7675.900000000014	0
MultiLineString ((691308 1995336, 687978 1992006))	620	74	2642.720000000009	0
MultiLineString ((691308 1987677, 687978 1984347))	621	75	2685.230000000011	0
MultiLineString ((639027 1966365, 635697 1963035))	622	76	5958.850000000016	0
MultiLineString ((632367 1950048, 629037 1946718))	623	77	7998.54000000001	0
MultiLineString ((648351 1948383, 645021 1945053))	624	78	6831.440000000019	0
MultiLineString ((653346 1962036, 650016 1958706))	625	79	3838.3300000000086	0
MultiLineString ((649350 1933731, 646020 1930401))	626	80	10315.780000000019	0
MultiLineString ((632700 1933398, 629370 1930068))	627	81	8352.050000000012	0
MultiLineString ((649350 1918080, 646020 1914750))	628	82	5765.210000000009	0
MultiLineString ((633699 1917081, 630369 1913751))	629	83	4294.910000000009	0
MultiLineString ((660672 1934064, 657342 1930734))	630	84	6438.080000000012	0
MultiLineString ((666333 1918080, 663003 1914750))	631	85	13283.460000000023	0
MultiLineString ((650349 1901763, 647019 1898433))	632	86	5293.370000000007	0
MultiLineString ((634365 1901097, 631035 1897767))	633	87	5977.540000000011	0
MultiLineString ((650349 1885446, 647019 1882116))	634	88	4579.160000000006	0
MultiLineString ((634365 1884780, 631035 1881450))	635	89	2370.390000000005	0
MultiLineString ((665667 1906092, 662337 1902762))	636	90	2212.5500000000065	0
MultiLineString ((666333 1885446, 663003 1882116))	637	91	7079.220000000008	0
MultiLineString ((611388 1850481, 608058 1847151))	638	92	1746.4999999999995	0
MultiLineString ((651015 1869462, 647685 1866132))	639	93	4363.860000000004	0
MultiLineString ((635031 1868796, 631701 1865466))	640	94	471.01999999999947	0
MultiLineString ((651348 1852812, 648018 1849482))	641	95	2752.810000000009	0
MultiLineString ((635697 1852812, 632367 1849482))	642	96	587.4099999999991	0
MultiLineString ((682650 1872459, 679320 1869129))	643	97	6304.830000000016	0
MultiLineString ((666999 1869795, 663669 1866465))	644	98	8436.920000000015	0
MultiLineString ((683982 1850481, 680652 1847151))	645	99	4527.160000000006	0
MultiLineString ((667332 1853478, 664002 1850148))	646	100	3592.630000000005	0
MultiLineString ((697635 1849482, 694305 1846152))	647	101	3144.7100000000073	0
MultiLineString ((651681 1836495, 648351 1833165))	648	102	3681.720000000005	0
MultiLineString ((636363 1836162, 633033 1832832))	649	103	1743.1299999999985	0
MultiLineString ((652680 1820511, 649350 1817181))	650	104	3100.180000000003	0
MultiLineString ((636030 1820178, 632700 1816848))	651	105	983.6299999999997	0
MultiLineString ((684648 1837494, 681318 1834164))	652	106	3859.9100000000053	0
MultiLineString ((667998 1837494, 664668 1834164))	653	107	3630.970000000009	0
MultiLineString ((684981 1821177, 681651 1817847))	654	108	3769.100000000005	0
MultiLineString ((668664 1820511, 665334 1817181))	655	109	3028.100000000004	0
MultiLineString ((717615 1837494, 714285 1834164))	656	110	5660.6000000000095	0
MultiLineString ((701298 1838160, 697968 1834830))	657	111	5463.480000000009	0
MultiLineString ((717948 1820844, 714618 1817514))	658	112	3659.2300000000046	0
MultiLineString ((701631 1820844, 698301 1817514))	659	113	3784.7300000000055	0
MultiLineString ((730269 1837494, 726939 1834164))	660	114	2147.449999999997	0
MultiLineString ((730602 1821177, 727272 1817847))	661	115	4043.610000000006	0
MultiLineString ((685314 1804527, 681984 1801197))	662	116	2374.710000000006	0
MultiLineString ((669663 1804527, 666333 1801197))	663	117	824.0799999999991	0
MultiLineString ((685980 1788210, 682650 1784880))	664	118	4286.0700000000015	0
MultiLineString ((669996 1788210, 666666 1784880))	665	119	1278.8699999999992	0
MultiLineString ((717948 1804527, 714618 1801197))	666	120	1507.3699999999985	0
MultiLineString ((701631 1804527, 698301 1801197))	667	121	3785.8200000000056	0
MultiLineString ((718281 1788543, 714951 1785213))	668	122	1943.7299999999975	0
MultiLineString ((701964 1788543, 698634 1785213))	669	123	4281.930000000007	0
MultiLineString ((730935 1797867, 727605 1794537))	670	124	1800.8499999999985	0
MultiLineString ((554112 1963701, 550782 1960371))	671	125	2224.1500000000055	0
MultiLineString ((538461 1962702, 535131 1959372))	672	126	507.28999999999934	0
MultiLineString ((554778 1947384, 551448 1944054))	673	127	2137.8200000000043	0
MultiLineString ((538128 1946385, 534798 1943055))	674	128	864.1499999999994	0
MultiLineString ((585414 1964034, 582084 1960704))	675	129	3848.7500000000064	0
MultiLineString ((570429 1963368, 567099 1960038))	676	130	2993.410000000006	0
MultiLineString ((586080 1948716, 582750 1945386))	677	131	5005.800000000007	0
MultiLineString ((570429 1947717, 567099 1944387))	678	132	3968.5000000000073	0
MultiLineString ((613386 1965033, 610056 1961703))	679	133	5192.120000000008	0
MultiLineString ((601398 1965033, 598068 1961703))	680	134	3356.650000000006	0
MultiLineString ((616716 1948716, 613386 1945386))	681	135	5479.750000000014	0
MultiLineString ((600732 1948383, 597402 1945053))	682	136	6391.220000000009	0
MultiLineString ((554112 1930401, 550782 1927071))	683	137	2348.410000000006	0
MultiLineString ((538128 1930401, 534798 1927071))	684	138	1466.5899999999979	0
MultiLineString ((553779 1915083, 550449 1911753))	685	139	1631.5399999999984	0
MultiLineString ((538461 1914417, 535131 1911087))	686	140	1097.2299999999984	0
MultiLineString ((585747 1932066, 582417 1928736))	687	141	5293.440000000011	0
MultiLineString ((570429 1931400, 567099 1928070))	688	142	5106.130000000005	0
MultiLineString ((585747 1916082, 582417 1912752))	689	143	4074.250000000006	0
MultiLineString ((570429 1915083, 567099 1911753))	690	144	3079.560000000009	0
MultiLineString ((616716 1933065, 613386 1929735))	691	145	7191.34000000001	0
MultiLineString ((601731 1932066, 598401 1928736))	692	146	6930.250000000004	0
MultiLineString ((617715 1916415, 614385 1913085))	693	147	6262.200000000008	0
MultiLineString ((601398 1916082, 598068 1912752))	694	148	6643.950000000006	0
MultiLineString ((554112 1898433, 550782 1895103))	695	149	4165.680000000007	0
MultiLineString ((537795 1898433, 534465 1895103))	696	150	1467.4999999999993	0
MultiLineString ((554445 1882449, 551115 1879119))	697	151	1718.3299999999972	0
MultiLineString ((538128 1881783, 534798 1878453))	698	152	2461.4000000000046	0
